DateTime,AddedIPs,RemovedIPs
1583161658,1,1
1583165236,2,1
1583168870,1,2
1583172468,1,2
1583176053,1,1
1583183265,2,1
1583186858,1,1
1583190465,1,1
1583194046,1,2
1583197637,1,1
1583201265,1,1
1583204841,2,1
1583208461,2,1
1583212046,2,1
1583215624,2,2
1583219235,1,1
1583222846,1,2
1583226448,2,1
1583230051,1,2
1583233646,1,2
1583237238,2,1
1583240854,1,1
1583244456,1,1
1583248041,1,1
1583251639,2,2
1583255232,2,2
1583258843,1,1
1583262443,1,2
1583266047,1,1
1583269655,1,1
1583273252,1,2
1583276862,1,1
1583280450,2,1
1583284054,1,1
1583287648,2,1
1583291253,2,2
1583294842,2,1
1583298450,2,2
1583302054,1,1
1583305620,1,2
1583309236,1,1
1583312842,2,2
1583316433,2,1
1583320029,1,2
1583323625,1,2
1583327215,1,1
1583330845,2,1
1583334427,1,1
1583338029,2,2
1583341632,2,2
1583345213,1,1
1583348815,1,2
1583352437,1,1
1583356037,1,1
1583359625,2,1
1583363223,2,1
1583366849,2,2
1583370432,1,2
1583374030,2,2
1583377646,2,2
1583381231,2,1
1583384844,1,2
1583388434,1,1
1583392050,2,2
1583395642,1,2
1583399276,1,1
1583402857,2,2
1583406453,2,1
1583410065,2,1
1583413645,2,2
1583417256,2,3
1583420843,1,1
1583424455,2,2
1583428040,2,2
1583431646,1,1
1583435250,1,1
1583438916,2,1
1583442449,1,1
1583446062,1,2
1583449649,1,2
1583453250,1,1
1583456854,2,1
1583460461,2,1
1583464059,2,1
1583467645,1,1
1583471253,1,2
1583474839,2,2
1583478430,1,2
1583482034,2,2
1583485616,3,2
1583489233,2,1
1583492837,2,1
1583496442,2,3
1583500023,2,2
1583503615,1,2
1583507244,2,2
1583510822,2,2
1583514432,1,1
1583518013,1,1
1583521632,1,2
1583525244,1,1
1583528835,2,1
1583532432,1,2
1583536047,1,1
1583539631,2,2
1583543237,1,1
1583546828,2,1
1583550439,2,2
1583554033,2,1
1583557618,1,1
1583561246,1,2
1583564832,3,2
1583568426,1,2
1583572031,1,1
1583575627,2,1
1583579243,1,1
1583582821,1,1
1583586453,2,1
1583590015,1,2
1583593611,2,1
1583597217,2,2
1583600832,1,1
1583604425,1,2
1583608043,2,2
1583611642,1,1
1583615226,2,1
1583618846,1,1
1583622425,1,2
1583626057,1,2
1583629643,2,1
1583633263,2,1
1583636847,1,1
1583640439,1,2
1583644032,0,1
1583647643,1,2
1583651243,2,1
1583654847,1,1
1583658444,1,0
1583662042,1,1
1583665624,1,1
1583669226,1,2
1583672834,2,1
1583676423,1,1
1583680050,1,1
1583683630,1,1
1583687242,2,3
1583690838,2,1
1583694432,1,1
1583698038,1,1
1583701647,1,1
1583705242,1,1
1583708848,1,1
1583712440,1,1
1583716037,1,1
1583719638,1,1
1583723239,1,1
1583726845,2,1
1583730441,2,1
1583734026,1,2
1583737643,2,2
1583741222,2,1
1583744843,1,1
1583748441,2,2
1583752040,2,2
1583755653,2,2
1583759252,1,1
1583762828,2,2
1583766434,1,1
1583770041,1,2
1583773632,1,2
1583777243,2,2
1583780821,2,1
1583784423,1,1
1583788049,1,2
1583791653,2,1
1583795240,1,1
1583798868,2,2
1583802424,1,2
1583806036,2,1
1583809649,2,2
1583813236,2,1
1583816851,1,2
1583820435,2,2
1583824024,1,2
1583827621,2,1
1583831240,1,2
1583834840,2,2
1583838437,2,1
1583842031,2,2
1583845637,1,1
1583849251,2,1
1583852816,2,2
1583856537,1,2
1583860274,2,2
1583863637,1,1
1583867233,1,2
1583870817,1,1
1583874435,1,1
1583878048,1,1
1583881634,1,1
1583885247,1,1
1583888848,1,1
1583892436,2,2
1583896036,2,1
1583899642,1,1
1583903302,1,2
1583906832,1,2
1583910448,2,1
1583914031,0,1
1583917629,2,1
1583921229,2,2
1583924844,2,2
1583928434,2,1
1583932027,2,2
1583935645,2,2
1583939245,1,1
1583942852,1,3
1583946439,2,2
1583950042,1,1
1583953640,2,1
1583957256,2,2
1583960841,2,2
1583964463,1,1
1583968042,1,1
1583971641,1,1
1583975246,1,1
1583978851,2,1
1583982440,1,1
1583986038,1,1
1583989644,1,1
1583993246,2,2
1583996853,2,2
1584000445,1,1
1584004033,2,2
1584007664,1,1
1584011249,1,1
1584014842,1,1
1584018446,2,1
1584022061,1,2
1584025647,2,2
1584029243,2,2
1584032838,1,1
1584036453,1,2
1584040044,1,1
1584043643,1,1
1584047258,1,1
1584050857,1,2
1584054442,2,1
1584058049,1,1
1584061650,1,1
1584065229,2,2
1584068833,1,1
1584072422,1,1
1584076039,2,2
1584079635,2,1
1584083239,1,1
1584086829,2,2
1584090421,1,1
1584094039,1,2
1584097637,2,2
1584101234,2,2
1584104835,1,1
1584108430,2,2
1584112044,2,2
1584115652,2,1
1584119245,1,2
1584122837,1,2
1584126435,1,1
1584130035,1,1
1584133637,1,1
1584137230,0,1
1584140839,2,1
1584144465,1,1
1584148038,2,2
1584151634,2,0
1584155237,2,2
1584158842,1,2
1584162425,1,2
1584166048,1,1
1584169637,1,1
1584173233,1,2
1584176843,1,1
1584180434,0,1
1584184029,1,1
1584187622,1,1
1584191228,2,1
1584194843,1,0
1584198424,2,1
1584202038,2,2
1584205632,1,1
1584209218,1,2
1584212844,1,2
1584216438,2,1
1584220037,2,1
1584223636,1,1
1584227243,1,2
1584230846,1,1
1584234424,1,1
1584238029,1,2
1584241631,1,1
1584245234,2,1
1584248838,1,1
1584252431,2,1
1584256046,1,2
1584259668,2,1
1584263244,2,2
1584266846,1,1
1584270415,1,2
1584274035,1,2
1584277641,1,1
1584281219,2,1
1584284851,1,1
1584288436,1,1
1584292048,1,1
1584295637,1,1
1584299235,1,1
1584302840,1,1
1584306418,1,1
1584310046,1,1
1584313650,1,1
1584317246,1,2
1584320842,2,1
1584324427,1,1
1584328029,3,1
1584331636,1,1
1584335244,2,2
1584338830,2,2
1584342436,1,2
1584346049,1,1
1584349617,1,2
1584353233,1,2
1584356831,2,1
1584360431,1,1
1584364036,1,2
1584367642,1,1
1584371215,1,1
1584374831,1,2
1584378426,1,1
1584382022,1,1
1584385619,2,1
1584389225,1,1
1584392831,2,1
1584396415,2,2
1584400048,1,1
1584403682,1,2
1584407238,2,2
1584410831,1,1
1584414421,2,1
1584418035,1,2
1584421638,1,0
1584425232,2,1
1584428842,1,2
1584432441,2,2
1584436037,1,1
1584439655,1,1
1584443250,1,1
1584446847,1,1
1584450458,1,1
1584454047,2,2
1584457661,2,2
1584461248,1,1
1584464854,1,2
1584468461,1,1
1584472047,1,1
1584475656,1,1
1584479260,2,1
1584482847,2,2
1584486444,1,1
1584490070,2,2
1584493656,1,2
1584497254,2,1
1584500852,2,2
1584504458,1,1
1584508071,2,2
1584511661,1,1
1584515228,2,1
1584518858,1,1
1584522446,1,2
1584526049,1,2
1584529645,3,1
1584533241,1,1
1584536847,1,2
1584540456,1,1
1584544040,1,4
1584547652,3,1
1584551247,2,1
1584554856,1,2
1584558440,1,1
1584562036,2,2
1584565660,0,1
1584569233,1,1
1584572843,1,1
1584576505,1,1
1584580041,2,0
1584583633,2,1
1584587230,1,2
1584590857,2,2
1584594456,2,2
1584598044,1,1
1584601656,1,2
1584605222,2,2
1584608856,2,1
1584612442,1,2
1584616048,2,1
1584619648,2,2
1584623250,2,2
1584626823,1,1
1584630444,2,2
1584634044,2,2
1584637657,1,1
1584641235,1,2
1584644841,2,2
1584648432,1,1
1584652037,1,1
1584655658,1,2
1584659252,1,1
1584662849,1,1
1584666429,1,1
1584670040,2,1
1584673644,2,1
1584677246,1,2
1584680817,3,2
1584684436,2,2
1584688037,1,2
1584691653,1,2
1584695248,3,1
1584698841,2,1
1584702442,2,2
1584706034,1,2
1584709629,1,2
1584713239,1,1
1584716836,1,1
1584720446,1,1
1584724040,1,2
1584727633,1,2
1584731249,1,0
1584734857,0,1
1584738432,2,1
1584742019,1,1
1584745632,1,1
