DateTime,Entries,UniqueIPs
1577127808,50,50
1577138647,49,49
1577149287,48,48
1577156603,47,47
1577163690,45,45
1577174609,44,44
1577221282,45,45
1577257283,46,46
1577293294,47,47
1577343686,46,46
1577372580,45,45
1577437289,45,45
1577444612,44,44
1577451691,45,45
1577469810,45,45
1577476882,44,44
1577480613,43,43
1577494885,43,43
1577498723,44,44
1577502087,46,46
1577513052,47,47
1577527442,46,46
1577559692,47,47
1577566891,47,47
1577584962,46,46
1577592090,47,47
1577606593,46,46
1577620895,45,45
1577653287,46,46
1577657062,50,50
1577671441,50,50
1577674895,51,51
1577685844,52,52
1577696619,50,50
1577732616,49,49
1577736104,50,50
1577743448,51,51
1577747010,50,50
1577822490,51,51
1577829863,51,51
1577847817,50,50
1577851286,52,52
1577854893,53,53
1577865689,54,54
1577883691,55,55
1577898087,54,54
1577905415,55,55
1577945056,56,56
1577948617,55,55
1577955686,54,54
1577959452,53,53
1577984486,54,54
1578013292,53,53
1578017020,52,52
1578031439,53,53
1578056485,52,52
1578078216,53,53
1578103390,52,52
1578107021,53,53
1578114090,54,54
1578117833,52,52
1578146635,53,53
1578171678,52,52
1578179027,51,51
1578200482,50,50
1578207818,49,49
1578211285,48,48
1578218635,47,47
1578243680,46,46
1578247412,45,45
1578258077,44,44
1578261829,45,45
1578276230,43,43
1578297669,42,42
1578340885,43,43
1578430872,42,42
1578445276,41,41
1578449030,40,40
1578463425,41,41
1578477792,42,42
1578495672,41,41
1578524481,40,40
1578531668,39,39
1578535436,38,38
1578682872,37,37
1578700869,38,38
1578736868,39,39
1578744322,38,38
1578754869,39,39
1578765672,37,37
1578801668,36,36
1578808877,37,37
1578866481,38,38
1578873679,39,39
1578877281,38,38
1578880886,39,39
1578884477,38,38
1578891672,37,37
1578906292,38,38
1578909675,40,40
1578927681,39,39
1578934878,40,40
1578938474,39,39
1578945672,38,38
1578956482,40,40
1578981823,41,41
1578985281,45,45
1578992482,46,46
1578999815,48,48
1579003288,49,49
1579006890,50,50
1579028493,51,51
1579035825,52,52
1579093297,53,53
1579104260,52,52
1579129286,53,53
1579143818,52,52
1579172483,51,51
1579186889,51,51
1579190480,50,50
1579194257,51,51
1579244486,52,52
1579262480,50,50
1579280481,49,49
1579287820,48,48
1579305814,49,49
1579316483,49,49
1579323815,48,48
1579341816,47,47
1579348874,46,46
1579366880,48,48
1579388479,47,47
1579402876,46,46
1579410249,47,47
1579413813,48,48
1579442482,47,47
1579449804,46,46
1579453278,45,45
1579456880,48,48
1579471283,47,47
1579478480,48,48
1579492890,49,49
1579507279,48,48
1579536245,49,49
1579543291,50,50
