DateTime,AddedIPs,RemovedIPs
1572503779,0,1
1572555763,1,0
1572581073,0,1
1572615642,1,0
1572621639,1,0
1572641554,0,1
1572651382,1,0
1572691721,1,0
1572701575,0,1
1572709240,0,1
1572738747,0,1
1572748604,1,0
1572772112,2,0
1572777865,0,1
1572793721,1,0
1572835960,0,1
1572845802,1,0
1572857348,0,1
1572859303,0,1
1572881226,0,1
1572931241,0,1
1572979482,1,0
1572981408,1,0
1573004908,1,0
1573066603,0,2
1573090108,0,1
1573096818,1,0
1573181554,0,1
1573282602,1,0
1573367571,0,1
1573473453,1,0
1573558655,0,1
1573572302,1,0
1573584277,1,0
1573595800,1,0
1573655077,1,0
1573659408,0,1
1573673065,0,1
1573682938,0,1
1573733136,1,0
1573741006,0,1
1573817811,0,1
1573825215,1,0
1573861959,1,0
1573911622,0,1
1573947393,0,1
1574348219,1,0
1574433676,0,1
1574521731,1,0
1574539944,1,0
1574563939,1,0
1574609794,0,1
1574627078,0,1
1574689477,0,1
1574760491,1,0
1574773750,1,0
1574832078,1,0
1574860411,0,1
1574917984,1,0
1574919885,0,1
1574928349,3,0
1574969329,0,1
1575004136,0,1
1575013706,0,2
1575228496,1,1
1575314697,0,1
1575811000,1,0
1575895983,0,1
1576657729,1,0
1576659689,1,0
1576893133,1,2
1576922717,1,0
1576981247,0,1
1577006653,0,1
1577106145,1,0
1577146347,1,0
1577193432,0,1
1577230601,0,1
1577245456,1,0
1577255571,1,0
1577259620,1,0
1577263478,2,0
1577265398,1,0
1577267306,1,0
1577269234,1,0
1577273062,2,0
1577275001,1,0
1577279068,1,0
1577281244,1,0
1577283144,1,0
1577285080,2,0
1577287004,3,0
1577299007,1,0
1577310776,2,0
1577312803,1,0
1577314604,2,0
1577326587,2,0
1577332347,0,1
1577338113,2,0
1577342211,1,1
1577346056,0,1
1577348228,2,0
1577350384,2,2
1577352314,2,1
1577356120,2,1
1577358372,4,2
1577360452,2,0
1577362371,1,1
1577364274,2,1
1577366183,1,1
1577368146,1,1
1577370062,2,0
1577371967,3,2
1577373879,0,3
1577383970,1,0
1577385862,1,0
1577387808,2,0
1577389740,2,0
1577391622,2,0
1577393575,2,0
1577395471,3,1
1577397392,1,1
1577399309,2,1
1577401552,1,2
1577413222,0,1
1577423140,0,1
1577427141,0,1
1577433150,0,2
1577436996,0,1
1577438898,0,1
1577441145,0,2
1577443226,0,2
1577445397,0,2
1577447550,0,1
1577449499,0,3
1577451395,0,2
1577453304,0,2
1577457403,0,3
1577459345,0,1
1577461268,0,1
1577463159,0,1
1577468916,0,1
1577470863,0,2
1577472766,0,1
1577474702,0,2
1577476587,0,2
1577478504,0,2
1577480684,0,3
1577482585,0,2
1577484531,0,3
1577486446,0,2
1577532025,1,1
1577557455,1,0
1577561290,1,0
1577565194,2,0
1577618658,0,1
1577644361,0,1
1577648203,0,1
1577701244,1,2
1577786196,0,1
1577923009,1,0
1577928808,1,0
1577934502,1,0
1577938586,1,0
1577940494,1,0
1577944344,1,0
1577946252,1,0
1577948193,2,0
1577956368,1,0
1577981840,1,0
1577985640,2,0
1577989496,1,0
1577991401,1,0
1577993596,1,0
1578003193,1,0
1578005091,2,0
1578011075,0,1
1578014909,0,1
1578019279,0,1
1578023068,0,1
1578027176,0,1
1578030981,0,1
1578032959,0,1
1578035156,0,2
1578042762,0,1
1578052346,1,0
1578058107,1,0
1578062924,1,0
1578068937,0,1
1578071092,0,1
1578073009,0,1
1578074920,0,1
1578076824,0,1
1578078787,0,1
1578082838,1,0
1578086685,1,0
1578088597,1,1
1578090519,1,1
1578092775,1,1
1578138578,0,1
1578144278,0,1
1578148841,0,1
1578170446,0,1
1578172350,0,1
1578174279,0,1
1578176197,0,1
1578178354,0,1
1578190589,1,0
1578198254,1,0
1578207134,1,0
1578213152,1,0
1578221054,1,0
1578277241,0,1
1578284894,0,1
1578293543,0,1
1578299556,0,1
1578305328,0,1
1578364813,2,0
1578367012,1,0
1578378494,1,0
1578386174,1,0
1578392235,1,0
1578396313,1,0
1578400095,2,0
1578402326,4,0
1578404193,2,0
1578406105,3,0
1578408032,2,0
1578426263,1,0
1578428199,1,0
1578430120,1,0
1578432304,1,0
1578436106,1,0
1578438432,1,0
1578440434,1,0
1578442371,1,0
1578452183,0,2
1578463983,0,1
1578473810,0,1
1578480024,0,1
1578483883,0,1
1578485804,0,1
1578487731,0,1
1578489629,0,4
1578491634,0,1
1578493506,0,2
1578495392,0,1
1578503662,1,0
1578513152,0,2
1578515093,0,1
1578517108,0,2
1578518939,0,1
1578523315,0,2
1578525210,1,2
1578527068,1,1
1578528989,1,1
1578587829,1,0
1578611605,0,2
1578613502,0,1
1578615628,0,1
1578672784,0,1
1578738024,1,0
1578802595,1,0
1578808586,1,0
1578810526,1,0
1578812569,1,0
1578824222,0,1
1578836077,2,0
1578838133,2,0
1578840028,3,0
1578859596,2,0
1578861669,2,0
1578863798,3,0
1578865952,2,0
1578869821,1,0
1578871749,1,0
1578874019,2,0
1578889698,0,1
1578893832,0,1
1578899586,0,1
1578923585,0,2
1578925490,0,2
1578927394,0,3
1578934127,2,0
1578945994,0,1
1578947840,0,3
1578949735,0,3
1578951640,0,1
1578955031,0,1
1578957194,0,1
1578959061,0,2
1578961014,0,1
1579000596,2,0
1579020388,0,3
1579029867,1,0
1579049543,1,0
1579051524,1,0
1579086533,0,2
1579088460,1,0
1579096596,1,0
1579100940,1,0
1579114613,0,1
1579123243,1,0
1579129634,1,0
1579131666,1,0
1579135481,0,1
1579137378,0,1
1579149625,1,0
1579153486,1,0
1579155652,1,0
1579157568,1,0
1579173173,1,0
1579175098,0,1
1579194990,1,0
1579208914,0,1
1579215143,1,1
1579217118,0,1
1579218983,0,1
1579236737,0,1
1579238682,1,0
1579240585,0,1
1579242752,0,1
1579244684,0,1
1579260018,0,1
1579261954,1,0
1579263855,1,0
1579267728,2,0
1579271771,1,0
1579275867,1,0
1579277793,1,0
