DateTime,Entries,UniqueIPs
1573760665,141,141
1573782512,142,142
1573804355,143,143
1573826634,142,142
1573848761,139,139
1573870614,136,136
1573892676,127,127
1573914761,126,126
1573936830,128,128
1573958903,127,127
1573980986,127,127
1574003106,123,123
1574025154,122,122
1574047001,114,114
1574068890,109,109
1574091149,103,103
1574112995,101,101
1574134836,99,99
1574156911,101,101
1574178757,102,102
1574212138,104,104
1574234445,103,103
1574256522,99,99
1574278362,97,97
1574300447,99,99
1574322521,99,99
1574344600,100,100
1574366486,97,97
1574388556,96,96
1574410825,99,99
1574432680,98,98
1574454562,101,101
1574476837,99,99
1574498914,100,100
1574521012,101,101
1574543094,101,101
1574565178,101,101
1574587508,101,101
1574609790,99,99
1574631689,95,95
1574653969,98,98
1574676275,103,103
1574698135,104,104
1574720431,103,103
1574742287,107,107
1574764365,110,110
1574786448,106,106
1574808499,108,108
1574830620,112,112
1574863720,113,113
1574885565,111,111
1574907630,110,110
1574929502,109,109
1574951562,111,111
1574973622,113,113
1574995487,111,111
1575017335,113,113
1575039747,109,109
1575062046,110,110
1575084019,114,114
1575105931,113,113
1575127945,113,113
1575150046,111,111
1575172121,112,112
1575193968,107,107
1575216149,109,109
1575238128,108,108
1575260224,107,107
1575282256,105,105
1575304345,105,105
1575326194,101,101
1575348260,99,99
1575370370,98,98
1575403728,94,94
1575425789,93,93
1575447855,94,94
1575469705,94,94
1575491578,98,98
1575513629,95,95
1575535714,94,94
1575557804,93,93
1575590777,92,92
1575613006,94,94
1575635084,95,95
1575657186,97,97
1575679223,92,92
1575701329,93,93
1575723389,94,94
1575745379,92,92
1575767319,98,98
1575789405,101,101
1575811463,102,102
1575833312,106,106
1575855167,111,111
1575877007,108,108
1575899082,109,109
1575921136,114,114
1575943022,113,113
1575976121,114,114
1575997969,113,113
1576019835,113,113
1576041884,111,111
1576063941,111,111
1576086285,112,112
1576108584,113,113
1576152342,115,115
1576174377,117,117
1576196410,119,119
1576218274,119,119
1576240350,119,119
1576262528,119,119
1576284513,124,124
1576306359,128,128
1576328489,135,135
1576350538,138,138
1576372834,137,137
1576394687,136,136
1576416767,133,133
1576438811,128,128
1576460661,123,123
1576482510,126,126
1576504355,128,128
1576526210,124,124
1576548206,125,125
1576570184,124,124
1576592426,126,126
1576614515,129,129
1576636596,131,131
1576658444,131,131
1576680497,128,128
1576702513,128,128
1576724750,127,127
1576746745,128,128
1576768591,131,131
1576790660,133,133
1576812759,134,134
1576834827,132,132
1576856698,134,134
1576878754,129,129
1576911939,125,125
1576934189,114,114
1576956283,112,112
1576978346,110,110
