DateTime,AddedIPs,RemovedIPs
1583967388,3,14
1583969288,1,2
1583971291,4,1
1583973131,3,0
1583975298,2,2
1583977219,2,2
1583979134,3,0
1583981057,4,3
1583982972,3,0
1583984901,3,2
1583986824,1,3
1583988727,2,0
1583990661,1,2
1583992570,1,1
1583997373,5,7
1583999302,9,8
1584001211,11,3
1584003129,2,3
1584005076,3,1
1584006993,1,3
1584009192,2,6
1584011299,2,4
1584013212,5,4
1584015163,4,0
1584017057,5,2
1584018970,6,4
1584020917,9,2
1584022822,3,5
1584024729,2,5
1584026533,1,3
1584028346,2,6
1584030253,5,5
1584032168,4,5
1584034112,0,4
1584036044,3,3
1584037961,2,1
1584040126,6,4
1584042063,3,4
1584043963,4,1
1584045879,0,1
1584047800,4,0
1584049941,2,3
1584051851,3,2
1584053774,1,3
1584055691,2,0
1584057635,1,5
1584059536,1,3
1584061485,6,2
1584063370,3,1
1584065299,2,3
1584067212,2,1
1584069134,6,4
1584071051,6,2
1584072986,3,2
1584074893,2,1
1584076814,2,1
1584078735,1,2
1584080654,1,0
1584082569,1,2
1584084515,1,7
1584087371,2,88
1584089294,0,1
1584091207,1,5
1584093127,1,3
1584095049,2,5
1584096968,6,3
1584098886,1,3
1584100838,2,2
1584102736,3,5
1584104654,3,4
1584106571,2,9
1584108492,2,4
1584110410,2,4
1584112333,2,2
1584114248,3,3
1584116176,5,5
1584118091,2,2
1584120010,8,2
1584121929,3,3
1584123848,3,4
1584125776,1,6
1584127690,2,4
1584130576,6,5
1584132495,5,0
1584134407,0,5
1584136326,2,2
1584138250,0,3
1584140166,3,1
1584142089,3,2
1584144975,2,1
1584146894,1,6
1584148830,2,3
1584150730,2,1
1584152653,2,2
1584154595,2,4
1584156487,2,9
1584159373,1,4
1584161314,4,2
1584163240,1,2
1584166112,3,3
1584168008,2,3
1584169933,8,1
1584171852,6,2
1584173773,2,1
1584175693,2,0
1584177620,2,2
1584179528,3,1
1584181453,5,2
1584183370,4,6
1584185289,3,1
1584187248,3,3
1584189171,1,5
1584191297,3,3
1584193209,5,3
1584195130,2,0
1584197057,1,2
1584198970,0,2
1584201008,14,2
1584202809,12,5
1584204732,4,1
1584206647,2,4
1584208569,1,3
